system,dp,Temp,MSD_1ps,MSD_2ps,MSD_3ps,MSD_4ps,MSD_5ps,MSD_6ps,MSD_7ps,MSD_8ps,MSD_9ps,MSD_10ps
PMTFPS,10,270,0.9114138895973272,1.1756547020298107,1.3025983724938666,1.4018836653752536,1.4738436356451055,1.5174537791004385,1.5696225790011473,1.6301703985331968,1.6540197776066634,1.6925102745359897
PMTFPS,10,275,0.9155755356476611,1.1691503772448675,1.3077838789917506,1.4147349926224144,1.5061955146916515,1.5735909052224522,1.61668340655272,1.6493253036285136,1.7072417603954064,1.742291588985576
PMTFPS,10,280,0.9464410523763187,1.2224055138833916,1.359278232982761,1.4583332152486863,1.5412503515772042,1.6027480175228905,1.666314056004706,1.703369923903534,1.7498894604902528,1.7942475419625006
PMTFPS,10,285,0.9731254049044242,1.243391472806403,1.389812123798998,1.50042460598195,1.5852520989925782,1.6492911089355515,1.6886878199355397,1.7358429277996303,1.7844250960716572,1.8311808531981963
PMTFPS,10,290,0.9920297871735663,1.2859629642426846,1.434866630853716,1.5343592892806233,1.6239465618821434,1.6901888440359383,1.744693690945876,1.8049491305831964,1.8506279185846406,1.8943857835180484
PMTFPS,10,295,1.025070372317102,1.327086597916639,1.4822529521625643,1.581588561960794,1.6621864357100624,1.732435185131454,1.7982561326324276,1.8522915403236602,1.903465861346454,1.9396027867679055
PMTFPS,10,300,1.0476090319870683,1.3593721323433978,1.5235049214376475,1.6400744724402898,1.72942619229172,1.7764111737711197,1.8457178236900926,1.8916559002613744,1.9447832803433236,1.9865940307569694
PMTFPS,10,305,1.0789243250694902,1.404358986242677,1.5656134088737221,1.6604360136424074,1.7559915076628585,1.8271733057857955,1.886048468175155,1.9401880096811677,1.994346984736082,2.0309270483040827
PMTFPS,30,100,0.22291061029810905,0.23706773221729444,0.24502022233574056,0.2512789206375832,0.2565636427591639,0.26076757523117094,0.26398582631105993,0.267409782484905,0.2745738281337985,0.2804995080050948
PMTFPS,30,105,0.2368810511893978,0.25232482058262534,0.25998778010233853,0.26656827458283516,0.2734591599301553,0.28068164483604463,0.2824165547494406,0.28734311158731496,0.2936919612162824,0.2992292135596234
PMTFPS,30,110,0.2513515220941329,0.27329206903677894,0.27916299389699517,0.28729048358935677,0.29863812382685473,0.3025952447285437,0.30578226399675434,0.30986358398350544,0.3169397364106231,0.3237135210960241
PMTFPS,30,115,0.2668980111024369,0.2920765320040911,0.30100796899902305,0.3090329271241933,0.31471443721043835,0.3237395358131713,0.332816730478951,0.34224984826301574,0.34819347931886985,0.35289604929365564
PMTFPS,30,120,0.2838191317426573,0.30842793610290087,0.3210210097418823,0.3316357179642008,0.33847452341821266,0.3474881697870612,0.3580964901869816,0.3659191595167081,0.3717036380945883,0.3799710525463701
PMTFPS,30,125,0.2980806050419551,0.3254606971879117,0.33784377211374983,0.35006648586071165,0.36092325655660285,0.3702702738677533,0.3822982097119404,0.3912559204322289,0.39852006493757697,0.40682086584760213
PMTFPS,30,130,0.3110192933286108,0.34437847885976014,0.3579093150229263,0.37340187903346816,0.38437123763602987,0.3946506461979547,0.40778595876661494,0.41650524628664043,0.4249086442262692,0.4342955016125135
PMTFPS,30,135,0.3292745688889664,0.36548704816313105,0.37931489186160533,0.39327725173671235,0.41232641377622753,0.42623965245659623,0.4375584146877237,0.44650678404716154,0.4568596932563385,0.46596993205695164
PMTFPS,30,140,0.34809509261670757,0.3930296885781034,0.4099587207029322,0.4237679806347914,0.4412896766349673,0.455830184843542,0.4672101017723138,0.4722796322541858,0.4808215523389099,0.49671279787939737
PMTFPS,30,145,0.36317366855308697,0.41310995931478567,0.4326004604146349,0.4516490633260739,0.46780429399884627,0.4853311818639801,0.4998219615791221,0.511405383448279,0.5221059655103585,0.5330423173724304
PMTFPS,30,150,0.380045940300498,0.43138432401363913,0.4538685046795846,0.47449019035463474,0.49113084134911345,0.5106918688844991,0.5216767059482009,0.5381800984733768,0.549154664278298,0.5638086570410834
PMTFPS,30,155,0.4011582612098441,0.450967419771763,0.48094290288545993,0.5086646225709084,0.5310892105406347,0.5477734397550936,0.5597223682559036,0.5730095324989808,0.588469465075154,0.6022268740480554
PMTFPS,30,160,0.4211388954025619,0.4847856421850242,0.5117932950793099,0.5391346883038205,0.561502831622808,0.5814869775886465,0.6009748982352289,0.6179691319413483,0.6385722574416854,0.6563108286163216
PMTFPS,30,165,0.4358124294894564,0.502285348196551,0.5370438358504123,0.5672769292304187,0.5895101411216962,0.6076156133178989,0.6285201214041071,0.6443436041824931,0.6614901687420961,0.6809840013715391
PMTFPS,30,170,0.4549139741410514,0.5286335127800605,0.5650129836898679,0.6013548958613726,0.6258748213831734,0.6505190836712733,0.6706933203477632,0.692061062826387,0.7080678475242408,0.7249623238648848
PMTFPS,30,175,0.4758365668575921,0.561739885360671,0.6027022979391091,0.6344667780369377,0.6648101826873095,0.6924598633172264,0.7141570135190125,0.7303744490275348,0.7482238932589466,0.7686464793122018
PMTFPS,30,180,0.4988787771429527,0.5846290039962874,0.6324756951455842,0.6771658147116175,0.7123946820695244,0.7349270124179264,0.7509424037618329,0.7781292384002343,0.797668077521507,0.8118775005132532
PMTFPS,30,185,0.5119087341582875,0.6108312664365585,0.6645584333403156,0.708200877921265,0.7407059002246069,0.7685715324944903,0.794332148535922,0.8179496972481364,0.8390461759503213,0.8578536839520666
PMTFPS,30,190,0.537179634320142,0.6451289264821956,0.6941525224907936,0.7348090093391271,0.7757302832521027,0.8074811238246344,0.8302968647074414,0.8595075037226536,0.8885794036981401,0.9140836706566995
PMTFPS,30,195,0.5631385864086532,0.6701926983995896,0.7241237596575918,0.7724429410742307,0.8161446722023372,0.8524969238518241,0.883371868109518,0.9106819475818811,0.9347567975392714,0.95218303481143
PMTFPS,30,200,0.5794470409830453,0.7041157845635582,0.7667291133380273,0.8169850104344893,0.8562635283930158,0.8924375107713282,0.9254753889737378,0.9569966789472343,0.9850660692971743,1.0078350654635173
PMTFPS,30,205,0.6076332886168536,0.7319691525915083,0.799566970991063,0.8568784761404812,0.9036510851498953,0.9499871334269268,0.9805875189520593,1.0058059472807093,1.038463970761884,1.0637496869166416
PMTFPS,30,210,0.625547784000734,0.7604099169412932,0.8283217692802772,0.8820113370210881,0.9305858334689953,0.9716400310016781,1.0129941352621565,1.0474454180215615,1.0815880476665976,1.1113230852696134
PMTFPS,30,215,0.6532346987723221,0.7948254144079918,0.8720430915437662,0.9340809835316909,0.9849640798588182,1.0295915225299503,1.0648727767317494,1.0958291258206525,1.1303867273301893,1.1578481309396598
