system,dp,r,g_r
PMTFPS,100,18.251908172260634,0.0
PMTFPS,100,18.751960450952705,0.0
PMTFPS,100,19.252012729644775,0.0
PMTFPS,100,19.75206500833685,0.0
PMTFPS,100,20.252117287028923,0.0
PMTFPS,100,20.752169565720994,0.0
PMTFPS,100,21.252221844413064,0.0
PMTFPS,100,21.75227412310514,0.0
PMTFPS,100,22.252326401797212,0.0
PMTFPS,100,22.752378680489283,0.0
PMTFPS,100,23.252430959181353,0.0
PMTFPS,100,23.752483237873427,0.0
PMTFPS,100,24.252535516565498,0.0
PMTFPS,100,24.75258779525757,0.0
PMTFPS,100,25.252640073949642,0.0
PMTFPS,100,25.752692352641716,0.0
PMTFPS,100,26.252744631333787,0.0
PMTFPS,100,26.752796910025857,0.0
PMTFPS,100,27.25284918871793,0.0
PMTFPS,100,27.752901467410005,0.0
PMTFPS,100,28.252953746102076,0.0
PMTFPS,100,28.753006024794146,0.0
PMTFPS,100,29.25305830348622,0.0
PMTFPS,100,29.753110582178294,0.0
PMTFPS,100,30.253162860870365,0.0
PMTFPS,100,30.753215139562435,0.0
PMTFPS,100,31.25326741825451,0.0
PMTFPS,100,31.753319696946583,0.0
PMTFPS,100,32.25337197563866,0.0
PMTFPS,100,32.753424254330724,0.0
PMTFPS,100,33.25347653302279,0.0
PMTFPS,100,33.75352881171487,0.0
PMTFPS,100,34.25358109040694,0.0
PMTFPS,100,34.75363336909901,0.0
PMTFPS,100,35.25368564779109,33.76005198441275
PMTFPS,100,35.753737926483154,0.0
PMTFPS,100,36.253790205175235,0.0
PMTFPS,100,36.7538424838673,0.0
PMTFPS,100,37.25389476255937,0.0
PMTFPS,100,37.75394704125145,0.0
PMTFPS,100,38.25399931994352,0.0
PMTFPS,100,38.75405159863559,0.0
PMTFPS,100,39.254103877327665,0.0
PMTFPS,100,39.75415615601973,0.0
PMTFPS,100,40.254208434711806,0.0
PMTFPS,100,40.75426071340388,0.0
PMTFPS,100,41.25431299209595,0.0
PMTFPS,100,41.75436527078803,0.0
PMTFPS,100,42.254417549480095,0.0
PMTFPS,100,42.75446982817216,0.0
PMTFPS,100,43.25452210686424,0.0
PMTFPS,100,43.75457438555631,0.0
PMTFPS,100,44.254626664248384,0.0
PMTFPS,100,44.75467894294046,0.0
PMTFPS,100,45.254731221632525,0.0
PMTFPS,100,45.754783500324606,0.0
PMTFPS,100,46.25483577901667,0.0
PMTFPS,100,46.75488805770874,0.0
PMTFPS,100,47.25494033640082,0.0
PMTFPS,100,47.75499261509289,0.0
PMTFPS,100,48.255044893784955,0.0
PMTFPS,100,48.755097172477036,0.0
PMTFPS,100,49.2551494511691,0.0
PMTFPS,100,49.75520172986118,33.9458754689189
PMTFPS,100,50.25525400855325,0.0
PMTFPS,100,50.75530628724532,0.0
PMTFPS,100,51.2553585659374,0.0
PMTFPS,100,51.755410844629466,0.0
PMTFPS,100,52.25546312332153,0.0
PMTFPS,100,52.755515402013614,0.0
PMTFPS,100,53.25556768070568,0.0
PMTFPS,100,53.755619959397755,0.0
PMTFPS,100,54.25567223808983,0.0
PMTFPS,100,54.755724516781896,0.0
PMTFPS,100,55.25577679547398,0.0
PMTFPS,100,55.755829074166044,0.0
PMTFPS,100,56.25588135285811,0.0
PMTFPS,100,56.75593363155019,0.0
PMTFPS,100,57.25598591024226,0.0
PMTFPS,100,57.756038188934326,0.0
PMTFPS,100,58.25609046762641,0.0
PMTFPS,100,58.756142746318474,0.0
PMTFPS,100,59.25619502501055,0.0
PMTFPS,100,59.75624730370262,0.0
PMTFPS,100,60.25629958239469,0.0
PMTFPS,100,60.75635186108677,15.155572670372106
