folder_name,graph_file,cnt_d0,cnt_d1,cnt_d2,cnt_d3,cnt_d4,cnt_d5,cnt_d6,uts_mean,uts_std,strain_break_mean,strain_break_std,toughness_mean,toughness_std,num_directions,total_nodes,lambda_2,assortativity,avg_path_len,max_betweenness,deg_mean,deg_std,deg_skew,deg_entropy,graph_energy,avg_eigenvector_cent,frac_loops,frac_dangling,fraction_active_nodes,lambda_2_core,avg_path_core,core_density,cyclomatic_idx,cyclomatic_norm,num_bridges,num_articulations,max_k_core,mean_k_core
11_16_42_27_49_49_22,data/mechanics/11_16_42_27_49_49_22/network_N6x6x6_trial0.gpickle,11,16,42,27,49,49,22,4.23751,0.43883529537477584,14.088766666666666,1.030406069901031,22.969030090266667,2.8236579914590134,3,216,0.20952452584010833,-0.043634456317671114,5.221425155428025,0.054267130090893886,3.490740740740741,1.6610760143284318,-0.3383381348597024,1.8284760461315663,322.8664342580804,0.058016717314897326,0.0,0.07407407407407407,0.8657407407407407,0.3131390310108881,5.023057903513312,0.020642861250071875,173,0.8439024390243902,18,16,3,2.473170731707317
11_16_52_21_41_47_28,data/mechanics/11_16_52_21_41_47_28/network_N6x6x6_trial1320.gpickle,11,16,52,21,41,47,28,2.9200300000000006,0.8257159409869717,13.847066666666668,2.68823238124154,18.666104790385834,11.555361077510021,3,216,0.11589585075500373,0.049350735611570044,5.380105212816834,0.06869808682647377,3.4722222222222223,1.7318280500851486,-0.21793513415547627,1.8259588224286103,321.53538655802816,0.053816472249543626,0.0,0.07407407407407407,0.8518518518518519,0.20763855699953893,5.078937990021383,0.021026372059871703,171,0.8341463414634146,21,21,3,2.4146341463414633
11_17_45_35_36_34_38,data/mechanics/11_17_45_35_36_34_38/network_N6x6x6_trial1.gpickle,11,17,45,35,36,34,38,3.453326666666667,0.5043324734956319,16.5221,3.11661185370695,27.76307542341767,9.090187768667931,3,216,0.22440677220275884,-0.13569007263922542,5.246102343376375,0.05854152227126155,3.490740740740741,1.7664327432677247,-0.13588600035707657,1.8687520987373885,318.47774417885586,0.04887390620814594,0.0,0.0787037037037037,0.8657407407407407,0.2686326892496397,5.065033638088667,0.020642861250071875,173,0.8439024390243902,18,18,3,2.3024390243902437
11_18_36_28_36_64_23,data/mechanics/11_18_36_28_36_64_23/network_N6x6x6_trial16.gpickle,11,18,36,28,36,64,23,3.25752,0.6315468844564645,10.938783333333333,1.2644402584630963,12.9196404185,3.724098794433739,3,216,0.20101886773585861,-0.16189670112649182,5.149593495934959,0.05010771112587632,3.5925925925925926,1.7080259183405002,-0.43966226948063064,1.819706584545053,324.3788590263264,0.05819254826714433,0.0,0.08333333333333333,0.8564814814814815,0.2965870340745659,4.938307873090482,0.021621621621621623,184,0.8975609756097561,20,20,3,2.5414634146341464
11_19_44_24_41_29_48,data/mechanics/11_19_44_24_41_29_48/network_N6x6x6_trial44.gpickle,11,19,44,24,41,29,48,3.913536666666667,0.6827309678701333,13.713766666666666,1.3584151312794215,19.222100170478335,3.541773111512704,3,216,0.1725754180110936,-0.14440491191658697,5.188809182209469,0.0540911100412055,3.5925925925925926,1.8410797809831958,-0.20071021015330529,1.8529427282686013,321.5750448943177,0.05871524036610863,0.0,0.08796296296296297,0.8564814814814815,0.3141567012790686,4.993537015276146,0.021621621621621623,184,0.8975609756097561,20,18,3,2.4292682926829268
11_19_52_33_30_28_43,data/mechanics/11_19_52_33_30_28_43/network_N6x6x6_trial5.gpickle,11,19,52,33,30,28,43,3.3847733333333334,0.5426586866120873,14.688766666666666,3.300801923102257,18.860238854616668,8.28925406061026,3,216,0.17916949470424925,-0.039719118896822204,5.337254901960784,0.06017637521735643,3.425925925925926,1.8216989613062147,-0.014259251639697594,1.8556494067158036,316.3934945208588,0.05055668406371786,0.0,0.08796296296296297,0.8518518518518519,0.22048766645389103,5.1107745307674035,0.020729389403658826,166,0.8097560975609757,21,21,3,2.4048780487804877
11_1_14_80_83_21_6,data/mechanics/11_1_14_80_83_21_6/network_N6x6x6_trial5.gpickle,11,1,14,80,83,21,6,4.00896,0.5654159556173374,14.480433333333332,2.1760744477664864,21.141371239908334,4.205745071088768,3,216,0.25534058135450965,-0.19673044940329498,5.310569105691057,0.07066057536016829,3.435185185185185,1.172786710962463,-0.8945169525702004,1.4153937787768311,326.9124800940995,0.06028702239013325,0.0,0.004629629629629629,0.9444444444444444,0.255406807225403,5.302714189123925,0.017869216652178114,167,0.8146341463414634,1,1,3,2.848780487804878
11_1_16_67_92_22_7,data/mechanics/11_1_16_67_92_22_7/network_N6x6x6_trial0.gpickle,11,1,16,67,92,22,7,4.571079999999999,0.09202806564666376,14.997033333333334,1.0208928554075705,25.546629522249997,2.98530338328451,3,216,0.2655194674929148,-0.21563090974056154,5.131707317073171,0.04655652607558985,3.490740740740741,1.1979563645238311,-0.9314516000903487,1.439715781936039,331.75800885160254,0.061147478285556174,0.0,0.004629629629629629,0.9444444444444444,0.2784055929712451,5.11672945040085,0.018158987733024243,173,0.8439024390243902,1,1,3,2.5707317073170732
11_20_28_65_21_25_46,data/mechanics/11_20_28_65_21_25_46/network_N6x6x6_trial1323.gpickle,11,20,28,65,21,25,46,3.531163333333333,0.7439803653472465,13.480400000000001,1.1930728309705156,17.645863476366667,2.369797881537866,3,216,0.11744221544875648,-0.16527668469858575,5.226972740315638,0.07623121209083854,3.5,1.784708711578779,-0.06596738020928188,1.803737836608335,320.0283142937861,0.054058792905651125,0.0,0.09259259259259259,0.8472222222222222,0.32803206533827667,4.942172581516844,0.021377529574250886,174,0.848780487804878,22,20,3,2.3658536585365852
11_20_33_40_47_34_31,data/mechanics/11_20_33_40_47_34_31/network_N6x6x6_trial2.gpickle,11,20,33,40,47,34,31,4.195266666666667,0.24011454076937722,14.363766666666669,1.0933488322072191,24.0465047327,2.0577985691981335,3,216,0.18002014629855465,-0.04016672982190463,5.251554280248685,0.056487758553960724,3.4722222222222223,1.7021681888726146,-0.22843201457918066,1.8727866501787251,319.5481223883436,0.050844218547224,0.0,0.09259259259259259,0.8518518518518519,0.29724017275533643,5.025481111903065,0.021026372059871703,171,0.8341463414634146,21,20,3,2.424390243902439
11_20_35_45_18_51_36,data/mechanics/11_20_35_45_18_51_36/network_N6x6x6_trial225.gpickle,11,20,35,45,18,51,36,3.199363333333333,0.6265968963820007,11.880416666666667,2.61201959995624,14.340342651483335,6.367519461944518,3,216,0.20814408592996592,-0.13997423787033259,5.17819225251076,0.06198211902279977,3.5555555555555554,1.7916128329552332,-0.23071653275271506,1.8401628134288535,319.80045364043815,0.053400400446003984,0.0,0.09259259259259259,0.8518518518518519,0.2786964239517044,4.957175100974103,0.021560940841054883,180,0.8780487804878049,21,21,3,2.5073170731707317
11_20_43_25_43_41_33,data/mechanics/11_20_43_25_43_41_33/network_N6x6x6_trial187.gpickle,11,20,43,25,43,41,33,3.2880366666666667,0.8592082347655249,13.3471,1.3442021598951053,16.91460661854167,5.423590777610433,3,216,0.192856082771254,0.028121484814397052,5.261979913916786,0.05628413176300399,3.5,1.7638342073763935,-0.23032210073999784,1.8666311701541476,320.03523496845133,0.055443809945073794,0.0,0.09259259259259259,0.8518518518518519,0.25802938504953193,5.042468519838441,0.02120456165359943,174,0.848780487804878,21,20,3,2.424390243902439
11_21_32_21_78_30_23,data/mechanics/11_21_32_21_78_30_23/network_N6x6x6_trial12.gpickle,11,21,32,21,78,30,23,3.4461366666666664,0.4956502826478454,12.397083333333333,1.956450797717359,15.023186087083332,5.771947564915921,3,216,0.19486121743340112,-0.03549987664135514,5.193113342898135,0.058855131896437436,3.462962962962963,1.6297348450882818,-0.40240667350138143,1.76821398095833,320.52580692517625,0.05429270194031009,0.0,0.09722222222222222,0.8425925925925926,0.3557721541908074,4.923501912452188,0.021310181531176007,170,0.8292682926829268,23,22,3,2.4292682926829268
11_21_34_21_78_30_21,data/mechanics/11_21_34_21_78_30_21/network_N6x6x6_trial6.gpickle,11,21,34,21,78,30,21,4.387793333333334,0.7568344048439896,15.2554,1.51602752173787,25.065594766916664,6.351808050075784,3,216,0.19887355592339917,-0.09768577195699926,5.273170731707317,0.0747659728644613,3.425925925925926,1.6170601107937939,-0.38583440495361077,1.7644579014528685,318.4017789537595,0.05499857245311627,0.0,0.09722222222222222,0.8425925925925926,0.2718323559983642,5.038734745917067,0.021067330459595652,166,0.8097560975609757,23,22,3,2.521951219512195
11_22_44_37_25_43_34,data/mechanics/11_22_44_37_25_43_34/network_N6x6x6_trial0.gpickle,11,22,44,37,25,43,34,3.39836,0.4539852264850329,13.3304,1.5515630119334505,17.462968492666665,1.5657552972068849,3,216,0.2194356333757978,-0.060567513017522216,5.256432329029173,0.05598474902959492,3.425925925925926,1.7935259278227038,-0.10793799449497413,1.8725568934786903,316.0429687747369,0.056905915718330355,0.0,0.10185185185185185,0.8379629629629629,0.2874166717983636,5.022590546347453,0.021240024554941683,166,0.8097560975609757,24,21,3,2.3853658536585365
11_24_46_22_39_30_44,data/mechanics/11_24_46_22_39_30_44/network_N6x6x6_trial134.gpickle,11,24,46,22,39,30,44,3.3443066666666663,0.4082468959125373,11.438749999999999,1.3983508149483326,14.6008943725,4.4010386760811215,3,216,0.18205548193190976,-0.07024246321443474,5.253658536585366,0.06066043387455291,3.4814814814814814,1.858322030266978,-0.12232138046515487,1.8651406869302831,318.0014770070337,0.057813099776792685,0.0,0.1111111111111111,0.8287037037037037,0.26761035405002775,4.974075701462557,0.021969744523256545,172,0.8390243902439024,26,23,3,2.3804878048780487
11_24_7_61_51_25_37,data/mechanics/11_24_7_61_51_25_37/network_N6x6x6_trial6.gpickle,11,24,7,61,51,25,37,3.7244466666666667,0.7450940849017362,13.472066666666668,0.8916604373614183,18.7776594415475,4.746884344111972,3,216,0.2062781823461627,-0.12624631478839626,5.161740793878527,0.053194260820932524,3.574074074074074,1.6871173294711668,-0.3332932243843579,1.7566034894176192,323.56639280671254,0.05613028802322721,0.0,0.1111111111111111,0.8379629629629629,0.31878268215052913,4.8952731737262125,0.022222222222222223,182,0.8878048780487805,24,21,3,2.5121951219512195
11_25_24_36_57_25_38,data/mechanics/11_25_24_36_57_25_38/network_N6x6x6_trial17.gpickle,11,25,24,36,57,25,38,4.138293333333333,0.26554022725170817,12.463733333333332,1.4424117542813109,18.95202907488417,4.066986973685808,3,216,0.25863948894583044,-0.08575848012811207,5.177809660449546,0.05135698672990933,3.5277777777777777,1.7504408615764613,-0.27419713179576455,1.8508209572529852,321.5249270007461,0.05845377214422114,0.0,0.11574074074074074,0.8333333333333334,0.3378732889182192,4.9222222222222225,0.022098075729360647,177,0.8634146341463415,25,24,3,2.4878048780487805
11_25_34_42_25_57_22,data/mechanics/11_25_34_42_25_57_22/network_N6x6x6_trial2.gpickle,11,25,34,42,25,57,22,3.3233366666666666,0.26368965904807273,12.713700000000001,1.0027046756980174,15.294055100725002,1.5783916182060185,3,216,0.19527833057304975,-0.07786930605404128,5.3506456241033,0.06240348999503646,3.4074074074074074,1.732248790173121,-0.23405609433438654,1.8444641609735382,314.47025773461763,0.05487812773912507,0.0,0.11574074074074074,0.8240740740740741,0.2445757289978191,5.054592775979178,0.02164667047546499,164,0.8,27,27,3,2.448780487804878
11_26_22_41_31_63_22,data/mechanics/11_26_22_41_31_63_22/network_N6x6x6_trial44.gpickle,11,26,22,41,31,63,22,3.7993966666666665,0.3575021291622688,12.355416666666668,2.9564396758977205,17.743893312875002,8.334022553867383,3,216,0.1817211153223361,-0.06641686415127092,5.1818268770923,0.06296843765662674,3.537037037037037,1.7262994350253946,-0.42163690010000926,1.8251822420652335,320.73653918864954,0.0568177869539601,0.0,0.12037037037037036,0.8240740740740741,0.3352287109902186,4.892591887259569,0.022535390084428363,178,0.8682926829268293,27,22,3,2.4341463414634146
11_26_30_33_32_57_27,data/mechanics/11_26_30_33_32_57_27/network_N6x6x6_trial22.gpickle,11,26,30,33,32,57,27,4.136936666666667,0.26676208143004315,12.4388,1.8343936327844141,18.8536651077,5.244097575031617,3,216,0.2459744735056194,-0.07844035996394193,5.1833572453371595,0.05390563530982567,3.5185185185185186,1.7715941841631702,-0.3352711867645071,1.8620696321939958,319.28381461236023,0.057721882912667825,0.0,0.12037037037037036,0.8240740740740741,0.31221684130932836,4.908842760109185,0.022408430140290737,176,0.8585365853658536,27,25,3,2.5170731707317073
11_26_31_23_58_21_46,data/mechanics/11_26_31_23_58_21_46/network_N6x6x6_trial10.gpickle,11,26,31,23,58,21,46,3.385146666666667,0.49523439624305415,10.780433333333335,0.24612327985968563,12.086768750673334,1.685817472515045,3,216,0.20717684604394065,-0.10309698856909975,5.244571975131516,0.056521539201223096,3.564814814814815,1.8271266054581754,-0.2495365536988409,1.8326140635307706,320.86768313098753,0.05680052000637104,0.0,0.12037037037037036,0.8148148148148148,0.2891377173612537,4.93064935064935,0.023116883116883116,181,0.8829268292682927,29,29,3,2.5170731707317073
11_26_35_15_56_61_12,data/mechanics/11_26_35_15_56_61_12/network_N6x6x6_trial81995.gpickle,11,26,35,15,56,61,12,3.6447833333333333,0.6207950183076181,12.03875,2.519150154648719,16.206998974083334,8.958198383185849,3,216,0.20107613621282308,0.05914253805225318,5.315638450502152,0.060722805404092806,3.435185185185185,1.6737247669004833,-0.4737401001498846,1.754226679206389,317.59829359802785,0.05261195929835631,0.0,0.12037037037037036,0.8194444444444444,0.2710891846980163,5.002824858757062,0.02202105803800719,167,0.8146341463414634,28,24,3,2.4
11_26_35_22_21_78_23,data/mechanics/11_26_35_22_21_78_23/network_N6x6x6_trial238.gpickle,11,26,35,22,21,78,23,3.2148233333333334,0.6065304139301033,11.522066666666666,1.1662225354632034,14.216929502541667,4.7911098684737405,3,216,0.22615420077390688,-0.03489570818444591,5.204878048780488,0.0513923788576412,3.5833333333333335,1.8059828554208572,-0.4320864203098812,1.766935348629982,320.0335366179753,0.05516004768278754,0.0,0.12037037037037036,0.8194444444444444,0.3228942591455905,4.915511042629687,0.023048279404211607,183,0.8926829268292683,28,24,3,2.448780487804878
11_27_22_28_27_97_4,data/mechanics/11_27_22_28_27_97_4/network_N6x6x6_trial125.gpickle,11,27,22,28,27,97,4,3.4914966666666665,1.0929744282563165,12.947049999999999,3.969155066887662,18.748923676425004,11.526325329744548,3,216,0.20086368686589173,0.0024892939265444424,5.197704447632711,0.05056050064590448,3.574074074074074,1.6788648264896566,-0.6979430234107278,1.6023671049845714,323.6603522708997,0.05834875509653341,0.0,0.125,0.8148148148148148,0.3051601221761821,4.879935064935065,0.023181818181818182,182,0.8878048780487805,29,26,3,2.551219512195122
11_27_25_51_22_44_36,data/mechanics/11_27_25_51_22_44_36/network_N6x6x6_trial44.gpickle,11,27,25,51,22,44,36,3.6066000000000003,0.1814313205228542,13.888766666666667,1.0647307964405315,20.375001970866666,4.5407147650997155,3,216,0.23963602176306495,-0.16567661522517296,5.209469153515064,0.05729887265728298,3.490740740740741,1.802751859274584,-0.19834109532403543,1.8573459728496693,317.62755719787333,0.060413494530278354,0.0,0.125,0.8240740740740741,0.3228340544893793,4.926998032120866,0.0222179902240843,173,0.8439024390243902,27,23,3,2.521951219512195
11_28_25_43_29_37_43,data/mechanics/11_28_25_43_29_37_43/network_N6x6x6_trial54.gpickle,11,28,25,43,29,37,43,3.566656666666667,0.1651310835535076,12.355466666666667,0.9276613366717165,16.81570078013333,2.5521065985969362,3,216,0.11048063300878465,-0.02780739595866631,5.379626972740316,0.06529183742041444,3.5462962962962963,1.8453357581634438,-0.2215254701715752,1.8805134924319278,318.8387162568224,0.05688428831429222,0.0,0.12962962962962962,0.7962962962962963,0.2813940684270302,4.931456548347613,0.023799809601523187,179,0.8731707317073171,33,32,3,2.44390243902439
11_2_16_75_83_23_6,data/mechanics/11_2_16_75_83_23_6/network_N6x6x6_trial5.gpickle,11,2,16,75,83,23,6,4.66814,0.5248031964460584,15.672133333333333,2.9553153620026555,27.569355157166665,10.342490920197598,3,216,0.27529529521396484,-0.18838252200546426,5.15714968914395,0.06020581300982103,3.435185185185185,1.2001014474722405,-0.8677040843995268,1.4606169972127845,329.2088462774576,0.061473167177854615,0.0,0.009259259259259259,0.9398148148148148,0.30745584212059485,5.132614739306443,0.017997366239086963,167,0.8146341463414634,2,2,3,2.7512195121951217
11_2_9_77_89_21_7,data/mechanics/11_2_9_77_89_21_7/network_N6x6x6_trial0.gpickle,11,2,9,77,89,21,7,4.300006666666666,0.17336852508136807,14.930433333333333,1.3021239068878538,21.690675921333334,3.246578331851191,3,216,0.2506266561025792,-0.07758268681094516,5.21922525107604,0.05438377321427279,3.490740740740741,1.178474927610621,-0.9707127577007192,1.3981665549878635,332.21371541699943,0.06097870779013336,0.0,0.009259259259259259,0.9398148148148148,0.2513810679306605,5.1995317758376824,0.01829000634053553,173,0.8439024390243902,2,2,3,2.682926829268293
11_30_32_26_49_28_40,data/mechanics/11_30_32_26_49_28_40/network_N6x6x6_trial51.gpickle,11,30,32,26,49,28,40,3.0573433333333333,0.12360255130412508,11.372133333333332,0.6634296412498382,12.669686187458334,1.6277058827499855,3,216,0.19109982499887085,-0.06161338422183066,5.339359158297466,0.05698965372354078,3.462962962962963,1.8329591836695733,-0.18445196097816607,1.877209299417126,315.20774007307176,0.05454737812788063,0.0,0.1388888888888889,0.7962962962962963,0.23350377519488152,5.000951992384061,0.02318781449748402,170,0.8292682926829268,33,30,3,2.4390243902439024
11_30_41_17_32_41_44,data/mechanics/11_30_41_17_32_41_44/network_N6x6x6_trial439636.gpickle,11,30,41,17,32,41,44,3.0167633333333335,0.3706223872832772,11.7804,0.9116218770228515,13.698761612708333,2.7851375338665894,3,216,0.18926762716461804,-0.005411473838236747,5.299665231946437,0.05676538270344106,3.5185185185185186,1.9171810009484778,-0.1938824160900861,1.8637126736501353,317.6124923950274,0.05581984815124127,0.0,0.1388888888888889,0.7962962962962963,0.3066653237698129,4.9403644770841835,0.023595811233510133,176,0.8585365853658536,33,31,3,2.341463414634146
11_31_30_41_26_18_59,data/mechanics/11_31_30_41_26_18_59/network_N6x6x6_trial414.gpickle,11,31,30,41,26,18,59,2.889536666666667,0.3723538196691718,10.76378333333333,1.3876166619623576,11.065898484099998,2.7491100559200534,3,216,0.06494167219263075,-0.08357572231917768,5.424485891917743,0.06078243144508526,3.5277777777777777,1.950585540451196,-0.09044644799965783,1.8362286931207863,316.18494393207425,0.05383052786949102,0.0,0.14351851851851852,0.7870370370370371,0.2737158277312736,4.9262791507135395,0.024086320918900103,177,0.8634146341463415,35,30,3,2.4048780487804877
11_31_30_46_19_13_66,data/mechanics/11_31_30_46_19_13_66/network_N6x6x6_trial11764.gpickle,11,31,30,46,19,13,66,2.7604566666666663,0.40453066849814445,13.005433333333334,2.795566728868326,15.176189752641667,6.048900844695363,3,216,0.19618029277845303,-0.0883736327762898,5.315638450502152,0.06642633528611175,3.5462962962962963,1.9878532029938603,-0.06133544865674036,1.779029462068003,314.4504805830131,0.05207842474167063,0.0,0.14351851851851852,0.8009259259259259,0.25983993643819264,4.9853474929426,0.023591880629116817,179,0.8731707317073171,32,30,3,2.3609756097560974
11_31_40_19_36_22_57,data/mechanics/11_31_40_19_36_22_57/network_N6x6x6_trial24162.gpickle,11,31,40,19,36,22,57,3.0786000000000002,0.5816387718048606,12.422066666666666,0.1662778865500626,15.37152354045,3.124681354098516,3,216,0.1678513958156399,-0.03973870440936047,5.384026781444285,0.06485531037589576,3.537037037037037,1.9693292989028386,-0.13159196342487028,1.8391973515109534,315.9194043653554,0.05201076406363787,0.0,0.14351851851851852,0.7962962962962963,0.2534169714785365,5.004147966816266,0.023731810145518836,178,0.8682926829268293,33,29,3,2.3073170731707315
11_33_21_49_27_22_53,data/mechanics/11_33_21_49_27_22_53/network_N6x6x6_trial69.gpickle,11,33,21,49,27,22,53,3.3034999999999997,0.3897215521369071,12.647066666666667,2.378042963353596,15.987517289000001,2.9876935989383337,3,216,0.17817893620971492,-0.07719688343360198,5.265136298421807,0.05559236231179858,3.509259259259259,1.909990160777306,-0.1198565621676569,1.839112833133004,317.92012515734575,0.05931785918341578,0.0,0.1527777777777778,0.7870370370370371,0.3030585808320138,4.873512008353638,0.023947093630351548,175,0.8536585365853658,35,33,3,2.4341463414634146
11_33_36_24_31_31_50,data/mechanics/11_33_36_24_31_31_50/network_N6x6x6_trial2173.gpickle,11,33,36,24,31,31,50,3.3023433333333334,0.32367937596056723,13.313699999999999,2.118076957997513,18.342422413300003,6.702593072017259,3,216,0.20190046009570944,-0.10597586992418762,5.2388330942132955,0.05153333972724296,3.5,1.9460310986818885,-0.13946007502943236,1.877362073464568,313.8614203042618,0.05653376814711711,0.0,0.1527777777777778,0.7870370370370371,0.3167423657515084,4.89112426035503,0.023877479986077272,174,0.848780487804878,35,32,3,2.3902439024390243
11_34_10_53_42_19_47,data/mechanics/11_34_10_53_42_19_47/network_N6x6x6_trial34.gpickle,11,34,10,53,42,19,47,3.8575766666666667,0.3445200271230817,12.513733333333334,0.714405348679741,17.316270536075,3.12507314400836,3,216,0.19814377549878984,-0.1107510024917913,5.279387852702056,0.05778228276737047,3.509259259259259,1.838353582896283,-0.19358002220488105,1.7937606760250395,315.61221530426303,0.055543007818724205,0.0,0.1574074074074074,0.7916666666666666,0.30938246072114656,4.888613691090471,0.023735810113519093,175,0.8536585365853658,34,29,3,2.497560975609756
11_35_31_27_37_30_45,data/mechanics/11_35_31_27_37_30_45/network_N6x6x6_trial122.gpickle,11,35,31,27,37,30,45,3.0635399999999997,0.6755965774040009,13.163766666666666,1.6861114046494345,15.9985877126,7.215800359927843,3,216,0.13886522743166424,-0.02830558932485862,5.386417981826877,0.06201999096959586,3.4537037037037037,1.9094514398374718,-0.13838505241380863,1.8882648654090108,312.85604414413353,0.05384483387587747,0.0,0.16203703703703703,0.7685185185185185,0.2759293394799713,4.940781307046367,0.02438846294267981,169,0.824390243902439,39,37,3,2.395121951219512
11_36_15_44_39_32_39,data/mechanics/11_36_15_44_39_32_39/network_N6x6x6_trial177.gpickle,11,36,15,44,39,32,39,3.807093333333334,0.39986835578169433,14.6471,3.2721284275936764,22.966399006633335,6.192606952455875,3,216,0.22822951401932048,-0.11113210716385483,5.223338115734099,0.05785422762456009,3.462962962962963,1.8380037778843512,-0.21392128652807102,1.860602555916376,315.3610430918001,0.05527424880910902,0.0,0.16666666666666666,0.7777777777777778,0.3415264374481544,4.846663815226689,0.024023381807812945,170,0.8292682926829268,37,33,3,2.4390243902439024
11_37_28_32_31_33_44,data/mechanics/11_37_28_32_31_33_44/network_N6x6x6_trial180.gpickle,11,37,28,32,31,33,44,3.5423666666666667,0.5987885414920884,12.188733333333332,1.6793862972989737,16.446126305033335,4.998534413781183,3,216,0.15718426952482828,-0.12133705198651579,5.340698230511717,0.06190219623718796,3.435185185185185,1.916174565561929,-0.1258328966437681,1.89134885813346,311.02659456376233,0.055952596869338116,0.0,0.1712962962962963,0.7685185185185185,0.31369188007542,4.9109894121942315,0.024242424242424242,167,0.8146341463414634,39,36,3,2.3609756097560974
11_38_20_27_31_43_46,data/mechanics/11_38_20_27_31_43_46/network_N6x6x6_trial405.gpickle,11,38,20,27,31,43,46,3.563943333333333,0.2243341199094679,11.947066666666666,1.0522531391679892,16.073243727883334,2.837232340966266,3,216,0.19328155955307166,-0.045772483830371545,5.259014825442372,0.054082357892762084,3.5833333333333335,1.941863366288507,-0.2985810281671494,1.8668984286288755,317.8502421434864,0.05595238308631865,0.0,0.17592592592592593,0.7638888888888888,0.3513194036914626,4.8093126385809315,0.02564671101256467,183,0.8926829268292683,40,34,3,2.4048780487804877
11_38_21_33_21_43_49,data/mechanics/11_38_21_33_21_43_49/network_N6x6x6_trial6516.gpickle,11,38,21,33,21,43,49,2.6511733333333334,0.8565578455007512,11.538716666666666,1.9497628062294023,12.933675995324998,6.469753502646934,3,216,0.16625153155962896,-0.039352031578522524,5.29220468675275,0.05479045321224842,3.574074074074074,1.9659306706800321,-0.25140458163429913,1.8554144559924695,318.0183123278895,0.05461210603304069,0.0,0.17592592592592593,0.7638888888888888,0.22572007174971767,4.848780487804878,0.02557280118255728,182,0.8878048780487805,40,35,3,2.4097560975609755
11_39_27_30_31_25_53,data/mechanics/11_39_27_30_31_25_53/network_N6x6x6_trial5108.gpickle,11,39,27,30,31,25,53,2.85497,0.1655316165168052,12.247066666666667,1.6644869085964262,13.759142601391668,3.4012578419960247,3,216,0.09973718555246247,-0.0666495724457061,5.437207077953133,0.07359533081121908,3.4722222222222223,1.974177434581268,-0.11392945446456722,1.8677310030044112,311.67331601117024,0.05252140061729631,0.0,0.18055555555555555,0.7407407407407407,0.3215526625945019,4.850393081761006,0.025943396226415096,171,0.8341463414634146,45,40,3,2.341463414634146
11_3_10_77_85_22_8,data/mechanics/11_3_10_77_85_22_8/network_N6x6x6_trial1.gpickle,11,3,10,77,85,22,8,4.5604933333333335,0.6541085338246415,14.097066666666668,3.353672862532791,22.873553017833334,9.716861108525329,3,216,0.29283279236141396,-0.1537523854360201,5.160210425633668,0.058229151257802196,3.4814814814814814,1.2093882864633851,-0.875339494291983,1.4427072207005582,331.3356640837136,0.06292569784109056,0.0,0.013888888888888888,0.9351851851851852,0.3037727120023886,5.128565095315501,0.018373479138958673,172,0.8390243902439024,3,3,3,2.770731707317073
11_3_17_73_82_24_6,data/mechanics/11_3_17_73_82_24_6/network_N6x6x6_trial0.gpickle,11,3,17,73,82,24,6,4.089806666666667,0.4030925907144523,11.680433333333333,1.2929971650738024,13.560732265816668,2.668090145182903,3,216,0.2757213138621216,-0.1625258976422464,5.1499760879961745,0.0632759773623236,3.425925925925926,1.218709880279473,-0.8405030239806062,1.489094713522302,329.46857984425276,0.06145130140258787,0.0,0.013888888888888888,0.9351851851851852,0.2846523412708373,5.122358504507167,0.018077927195704644,166,0.8097560975609757,3,3,3,2.5902439024390245
11_40_27_27_28_47_36,data/mechanics/11_40_27_27_28_47_36/network_N6x6x6_trial273.gpickle,11,40,27,27,28,47,36,3.582286666666667,0.4474678600252264,13.863766666666665,2.604424121033711,18.709008515358335,5.834507349354907,3,216,0.22996526843669923,-0.14261443236818522,5.301386896221904,0.06232973490979135,3.4166666666666665,1.910618476557516,-0.17872283343775683,1.8791091378727216,309.03052767149484,0.04945165089667348,0.0,0.18518518518518517,0.7592592592592593,0.32132943889368676,4.900793057010325,0.024539877300613498,165,0.8048780487804879,41,37,3,2.234146341463415
11_41_15_31_12_82_24,data/mechanics/11_41_15_31_12_82_24/network_N6x6x6_trial7691.gpickle,11,41,15,31,12,82,24,3.05358,0.926468098677265,11.213766666666666,1.127157192034703,12.294191294108336,4.293583129387916,3,216,0.09000149992417238,0.076011432995375,5.391200382592062,0.0767952132821987,3.5462962962962963,1.8875040311914728,-0.4271254789242303,1.7032839211438557,318.508949760711,0.05522542381507789,0.0,0.18981481481481483,0.7361111111111112,0.27709422930160343,4.769047050394077,0.02682907411830268,179,0.8731707317073171,46,41,3,2.44390243902439
11_43_21_18_54_33_36,data/mechanics/11_43_21_18_54_33_36/network_N6x6x6_trial1239.gpickle,11,43,21,18,54,33,36,3.0025999999999997,0.3372035499022313,10.738716666666667,1.6616773655623474,12.244507241,3.308646910852182,3,216,0.21442682986330644,-0.029503915496758203,5.288283118125299,0.058685554213333845,3.4074074074074074,1.8833433482380575,-0.2238582860003072,1.838858566771143,310.346738018916,0.05224453148000644,0.0,0.19907407407407407,0.75,0.29023991205696487,4.874242772793497,0.024921401732995938,164,0.8,43,40,3,2.292682926829268
