folder_name,graph_file,cnt_d0,cnt_d1,cnt_d2,cnt_d3,cnt_d4,cnt_d5,cnt_d6,uts_mean,uts_std,strain_break_mean,strain_break_std,toughness_mean,toughness_std,num_directions,total_nodes,lambda_2,assortativity,avg_path_len,max_betweenness,deg_mean,deg_std,deg_skew,deg_entropy,graph_energy,avg_eigenvector_cent,frac_loops,frac_dangling,fraction_active_nodes,lambda_2_core,avg_path_core,core_density,cyclomatic_idx,cyclomatic_norm,num_bridges,num_articulations,max_k_core,mean_k_core
10_18_31_51_18_63_25,data/mechanics/10_18_31_51_18_63_25/network_N6x6x6_trial303.gpickle,10,18,31,51,18,63,25,3.836396666666667,0.2636544821457727,13.055433333333333,2.3603326041518438,18.782405331091667,4.927605895561786,3,216,0.2476738791136034,-0.15783560493434895,5.1529244612834475,0.05346329691325518,3.564814814814815,1.6929764942700452,-0.3205180590097461,1.7847907770982663,325.1531122876127,0.05835880485019365,0.0,0.08333333333333333,0.8703703703703703,0.2955400309517282,4.96478552736375,0.02087837069063602,180,0.8737864077669902,18,18,3,2.504854368932039
10_1_12_87_77_24_5,data/mechanics/10_1_12_87_77_24_5/network_N6x6x6_trial9.gpickle,10,1,12,87,77,24,5,4.78854,0.3332091959515324,16.7054,2.347546473803377,31.659503275791668,9.98246154289829,3,216,0.2919270560052081,-0.2221483942414194,5.170589628226379,0.0550980752254123,3.4444444444444446,1.1412576991207843,-0.8723042663772419,1.392999537204535,331.8882969578505,0.0647543189162089,0.0,0.004629629629629629,0.9490740740740741,0.29243097534966733,5.159923481587757,0.017742706838833094,167,0.8106796116504854,1,1,3,2.8689320388349513
10_1_17_90_68_19_11,data/mechanics/10_1_17_90_68_19_11/network_N6x6x6_trial7.gpickle,10,1,17,90,68,19,11,4.092953333333333,0.46870820612497155,14.038766666666668,1.0608094404222133,21.331407672875002,4.3100016003747905,3,216,0.2877599008179453,-0.298271636785764,5.21425526876628,0.05310841685780182,3.4166666666666665,1.210486587194496,-0.4939718406179013,1.4612920157140739,327.8288056836186,0.05881169239176118,0.0,0.004629629629629629,0.9490740740740741,0.28813517221448426,5.2038259206121475,0.017599234815877572,164,0.7961165048543689,1,1,2,1.9951456310679612
10_20_30_45_45_47_19,data/mechanics/10_20_30_45_45_47_19/network_N6x6x6_trial0.gpickle,10,20,30,45,45,47,19,4.012023333333333,0.31450008207029495,13.263733333333334,2.0985443372861,18.329776667,4.659270640621501,3,216,0.1810270147051578,-0.04557185787520039,5.329765569500355,0.06319510829571273,3.4444444444444446,1.612068680949656,-0.3242400821885134,1.8360315566899574,321.1083203393244,0.05579438027487725,0.0,0.09259259259259259,0.8564814814814815,0.26195644352039615,5.094947121034077,0.02062279670975323,167,0.8106796116504854,21,20,3,2.3398058252427183
10_20_37_40_27_48_34,data/mechanics/10_20_37_40_27_48_34/network_N6x6x6_trial19.gpickle,10,20,37,40,27,48,34,3.8493733333333338,0.11288447792126054,12.538766666666668,0.6288587564434127,16.587315171166665,2.4419295732781046,3,216,0.2349749925275839,-0.11834240158482313,5.208003788775752,0.0549153985923243,3.5462962962962963,1.7579673619102936,-0.22772306371974732,1.862310171220928,322.48805126351664,0.05434056846079368,0.0,0.09259259259259259,0.8518518518518519,0.2722089857438277,4.987764314564029,0.02144214777856973,178,0.8640776699029126,22,22,3,2.504854368932039
10_20_42_30_46_44_24,data/mechanics/10_20_42_30_46_44_24/network_N6x6x6_trial61.gpickle,10,20,42,30,46,44,24,3.243016666666667,0.3959271557861229,13.730366666666667,2.2451181607112694,18.07593979175,5.01760630637273,3,216,0.19969020460259426,-0.05072775507277828,5.3354960928250055,0.06624481101920189,3.435185185185185,1.6792477821496732,-0.23367467079193496,1.8528076582487993,320.32139542339087,0.05394660748912041,0.0,0.09259259259259259,0.8472222222222222,0.27746620250996146,5.067795592385757,0.020897135651234012,166,0.8058252427184466,23,21,3,2.378640776699029
10_23_20_33_76_38_16,data/mechanics/10_23_20_33_76_38_16/network_N6x6x6_trial0.gpickle,10,23,20,33,76,38,16,3.4247833333333335,0.11680708692350633,14.047066666666666,0.45930019474074807,18.905600756016668,2.4351055398931063,3,216,0.1940958843464823,-0.021530536928560808,5.276059673218091,0.05259586193603448,3.4814814814814814,1.5574283259263666,-0.5427746004928723,1.754134702207383,324.4604359580477,0.05905533955155121,0.0,0.10648148148148148,0.8379629629629629,0.2783032571330197,4.977163904235727,0.02154696132596685,171,0.8300970873786407,25,24,3,2.563106796116505
10_24_14_63_41_47_17,data/mechanics/10_24_14_63_41_47_17/network_N6x6x6_trial1.gpickle,10,24,14,63,41,47,17,3.67797,0.2674751921206901,13.188766666666666,1.114066875112182,17.299129746475,2.2431282776980415,3,216,0.1828650456387945,-0.11584751653985018,5.313805351645749,0.06655372458909606,3.435185185185185,1.582737596394229,-0.378591621559887,1.7704568701852004,321.6450809095339,0.05754656960730323,0.0,0.1111111111111111,0.8425925925925926,0.24974606055249876,5.033149171270718,0.021067330459595652,166,0.8058252427184466,24,24,3,2.558252427184466
10_24_32_54_19_16_61,data/mechanics/10_24_32_54_19_16_61/network_N6x6x6_trial1045.gpickle,10,24,32,54,19,16,61,3.49695,0.09872357874388484,13.313766666666666,1.3183442907256395,16.601951970233333,3.4111695748059176,3,216,0.15855921628115646,-0.06280005084805398,5.291783092588207,0.061041211522526444,3.574074074074074,1.898848109423495,-0.055555122316470286,1.779552036679887,320.34066965704477,0.05441167062842689,0.0,0.1111111111111111,0.8287037037037037,0.3084523448329452,4.967673090201494,0.022534680810997427,181,0.8786407766990292,27,25,3,2.412621359223301
10_24_32_58_21_16_55,data/mechanics/10_24_32_58_21_16_55/network_N6x6x6_trial118.gpickle,10,24,32,58,21,16,55,3.670453333333333,1.0315603747182656,11.505433333333334,1.6165766304825213,13.865593457241667,6.539119517530192,3,216,0.1703971540109217,-0.09588482609249478,5.285342173810087,0.05542584383124122,3.5,1.855921454276674,-0.002172644782581954,1.7900557118721787,317.54399562852836,0.05441385935374306,0.0,0.1111111111111111,0.8379629629629629,0.2853446115434818,5.01767955801105,0.02166973603437692,173,0.8398058252427184,25,25,3,2.3980582524271843
10_24_41_26_35_34_46,data/mechanics/10_24_41_26_35_34_46/network_N6x6x6_trial15.gpickle,10,24,41,26,35,34,46,3.42817,0.23377135496035448,12.3221,2.119813540542343,16.251077781945,6.573103690408935,3,216,0.1672440809130366,-0.05606993975829008,5.265735259294341,0.0621234451357384,3.564814814814815,1.8547893368857193,-0.182872130544147,1.8719587233818333,321.4066201329232,0.05241742592533435,0.0,0.1111111111111111,0.8379629629629629,0.27211798264522835,4.9840392879066915,0.022099447513812154,180,0.8737864077669902,25,24,3,2.378640776699029
10_24_42_21_52_43_24,data/mechanics/10_24_42_21_52_43_24/network_N6x6x6_trial979.gpickle,10,24,42,21,52,43,24,3.671616666666667,0.542643423580859,12.780383333333333,2.2437037833061253,16.70627800375,2.4475451396825454,3,216,0.1728728649916371,0.10193779645318708,5.3567605967321805,0.0760620531019184,3.4166666666666665,1.7085027016313092,-0.2448452637552375,1.8396959619073474,318.82852267644535,0.05132461825156894,0.0,0.1111111111111111,0.8287037037037037,0.2230267188105754,5.055049902705417,0.021467578934153537,164,0.7961165048543689,27,25,3,2.3300970873786406
10_25_38_19_45_38_41,data/mechanics/10_25_38_19_45_38_41/network_N6x6x6_trial16062.gpickle,10,25,38,19,45,38,41,3.3891266666666664,0.3588074750552941,12.130366666666665,0.22760833806246045,16.50299060766667,2.353799592424486,3,216,0.25528607158770816,-0.054429340873672134,5.1362538479753725,0.05054357119632338,3.5833333333333335,1.826375686475307,-0.27034653435333256,1.8592834906954883,324.20837614837967,0.05433180874273757,0.0,0.11574074074074074,0.8379629629629629,0.266818423714459,4.906077348066298,0.022222222222222223,182,0.883495145631068,25,25,3,2.470873786407767
10_26_23_22_57_62_16,data/mechanics/10_26_23_22_57_62_16/network_N6x6x6_trial144.gpickle,10,26,23,22,57,62,16,3.906,0.1156461784928495,12.572099999999999,1.3790495930168714,18.662453043499998,4.6952096638367715,3,216,0.24335626128319665,-0.0383421171869398,5.18276107032915,0.05393868955711109,3.574074074074074,1.6594493938681378,-0.5888860531390117,1.7708648171566006,326.07571604607244,0.05623196970653539,0.0,0.12037037037037036,0.8287037037037037,0.36092345317016405,4.887577678739564,0.022534680810997427,181,0.8786407766990292,27,26,3,2.4854368932038833
10_26_27_27_49_49_28,data/mechanics/10_26_27_27_49_49_28/network_N6x6x6_trial22.gpickle,10,26,27,27,49,49,28,3.37459,0.3706169701996928,11.7721,1.637396647120056,13.962651875082502,2.5318637840761875,3,216,0.24594028869537446,-0.05306760176472291,5.22022259057542,0.05304219285395311,3.564814814814815,1.7335103977305073,-0.39705633171416077,1.8548540225800916,323.98569893831257,0.05786868628321641,0.0,0.12037037037037036,0.8333333333333334,0.29685905932725837,4.973308504034761,0.02228429546865301,180,0.8737864077669902,26,25,3,2.4854368932038833
10_26_35_29_43_29_44,data/mechanics/10_26_35_29_43_29_44/network_N6x6x6_trial2.gpickle,10,26,35,29,43,29,44,3.4728999999999997,0.3006855225425173,11.572116666666668,1.6857854254191293,14.262105013983335,4.213269836006744,3,216,0.16151591253363023,-0.09063372066794184,5.309258820743548,0.06414600946512468,3.537037037037037,1.8279006675637786,-0.18662808812336387,1.8766087314014306,318.9493727094539,0.0585754084649158,0.0,0.12037037037037036,0.8055555555555556,0.33119525865197913,4.909175470068434,0.023254268819347553,177,0.8592233009708737,32,28,3,2.4902912621359223
10_27_20_36_44_65_14,data/mechanics/10_27_20_36_44_65_14/network_N6x6x6_trial10.gpickle,10,27,20,36,44,65,14,3.9882733333333333,0.28539428986734966,13.0554,1.9489765126000531,20.484518956458334,6.571982437851528,3,216,0.22665501257168078,-0.11937031255948675,5.232914989344068,0.05809764201494655,3.5185185185185186,1.6526156679498596,-0.524940097221082,1.7839770529721712,321.8859990869156,0.059589088381108275,0.0,0.125,0.8240740740740741,0.33414437102078925,4.950104741953914,0.022344950168221925,175,0.8495145631067961,28,25,3,2.5825242718446604
10_27_22_48_36_47_26,data/mechanics/10_27_22_48_36_47_26/network_N6x6x6_trial25.gpickle,10,27,22,48,36,47,26,3.4452266666666667,0.8196315225894028,11.088733333333332,0.3020292517106393,12.41491270110833,2.8075547193720847,3,216,0.20284593106263227,-0.027433817250216375,5.273076012313521,0.05591712413771386,3.4722222222222223,1.7075992099226311,-0.287316062629495,1.8544073064671727,320.5391011212167,0.05587912301658174,0.0,0.125,0.8240740740740741,0.277005499818048,4.965593855138704,0.022027550307877865,170,0.8252427184466019,28,26,3,2.3640776699029127
