system,dp,sample_idx,rg
PDMS,10,61,7.287106037139893
PDMS,10,62,6.5637736320495605
PDMS,10,63,7.232766628265381
PDMS,10,64,6.5301432609558105
PDMS,10,65,7.1356611251831055
PDMS,10,66,6.737112522125244
PDMS,10,67,7.795352935791016
PDMS,10,68,6.650575160980225
PDMS,10,69,7.358870029449463
PDMS,10,70,7.138706684112549
PDMS,10,71,5.413784503936768
PDMS,10,72,7.248728275299072
PDMS,10,73,7.270719051361084
PDMS,10,74,6.975677967071533
PDMS,10,75,6.506494522094727
PDMS,10,76,6.213676929473877
PDMS,10,77,6.662267208099365
PDMS,10,78,5.467211723327637
PDMS,10,79,7.870569705963135
PDMS,10,80,7.297553539276123
PDMS,10,81,6.928769111633301
PDMS,10,82,7.1325554847717285
PDMS,10,83,6.051855087280273
PDMS,10,84,6.40559720993042
PDMS,10,85,7.241145133972168
PDMS,10,86,7.387117862701416
PDMS,10,87,7.58619499206543
PDMS,10,88,6.466512680053711
PDMS,10,89,7.079825401306152
PDMS,10,90,6.851690292358398
PDMS,10,91,6.147465705871582
PDMS,10,92,5.615964889526367
PDMS,10,93,6.627750873565674
PDMS,10,94,6.774356365203857
PDMS,10,95,7.473947525024414
PDMS,10,96,7.169180393218994
PDMS,10,97,6.4175896644592285
PDMS,10,98,6.720149040222168
PDMS,10,99,7.137256622314453
PDMS,10,100,7.732815265655518
PDMS,10,101,6.695851802825928
PDMS,10,102,6.781772136688232
PDMS,10,103,7.465722560882568
PDMS,10,104,5.762356758117676
PDMS,10,105,6.49351692199707
PDMS,10,106,6.813406944274902
PDMS,10,107,7.916053295135498
PDMS,10,108,6.490078926086426
PDMS,10,109,6.730190277099609
PDMS,10,110,6.15123987197876
PDMS,10,111,7.515867233276367
PDMS,10,112,7.884608745574951
PDMS,10,113,6.711952209472656
PDMS,10,114,6.564053535461426
PDMS,10,115,7.367998123168945
PDMS,10,116,6.266026973724365
PDMS,10,117,7.667636871337891
PDMS,10,118,7.929714679718018
PDMS,10,119,7.167837142944336
PDMS,10,120,6.001613140106201
PDMS,10,121,7.919488906860352
PDMS,10,122,7.671339988708496
PDMS,10,123,6.876752853393555
PDMS,10,124,6.019237041473389
PDMS,10,125,7.914509296417236
PDMS,10,126,7.106492519378662
PDMS,10,127,6.371736526489258
PDMS,10,128,6.3503241539001465
PDMS,10,129,7.340998649597168
PDMS,10,130,6.878439426422119
PDMS,10,131,6.780817031860352
PDMS,10,132,6.593381404876709
PDMS,10,133,7.3004655838012695
PDMS,10,134,7.683597087860107
PDMS,10,135,7.511735439300537
PDMS,10,136,7.827854633331299
PDMS,10,137,6.9746623039245605
PDMS,10,138,6.779489040374756
PDMS,10,139,7.220843315124512
PDMS,10,140,6.012103080749512
PDMS,10,141,6.420893669128418
PDMS,10,142,5.629875659942627
PDMS,10,143,7.9018330574035645
PDMS,10,144,7.477577209472656
PDMS,10,145,6.218730926513672
PDMS,10,146,7.449526309967041
PDMS,10,147,5.736560821533203
PDMS,10,148,7.391147613525391
PDMS,10,149,6.845770359039307
PDMS,10,150,6.368769645690918
PDMS,10,151,6.206737995147705
PDMS,10,152,5.961686611175537
PDMS,10,153,6.475497245788574
PDMS,10,154,5.784541130065918
PDMS,10,155,6.125761985778809
PDMS,10,156,5.85621976852417
PDMS,10,157,6.345085620880127
PDMS,10,158,6.720922946929932
PDMS,10,159,6.063877582550049
PDMS,10,160,7.351778507232666
PDMS,10,161,7.868390083312988
PDMS,10,162,5.902986526489258
PDMS,10,163,6.0681939125061035
PDMS,10,164,6.670164585113525
PDMS,10,165,6.0402727127075195
PDMS,10,166,6.5514116287231445
PDMS,10,167,7.860106945037842
PDMS,10,168,6.254149913787842
PDMS,10,169,6.0176801681518555
PDMS,10,170,7.172684669494629
