system,dp,r,g_r
PDMS,10,0.25151342153549194,0.0
PDMS,10,0.7545402646064758,0.0
PDMS,10,1.2575671076774597,0.0
PDMS,10,1.7605939507484436,0.0
PDMS,10,2.2636207938194275,0.0
PDMS,10,2.7666476368904114,0.0
PDMS,10,3.2696744799613953,0.0
PDMS,10,3.772701323032379,0.0
PDMS,10,4.275728166103363,0.0
PDMS,10,4.778755009174347,0.0
PDMS,10,5.281781852245331,0.0
PDMS,10,5.784808695316315,0.0
PDMS,10,6.287835538387299,0.0
PDMS,10,6.7908623814582825,0.252143251102977
PDMS,10,7.293889224529266,0.21857743003697033
PDMS,10,7.79691606760025,0.38258629224224233
PDMS,10,8.299942910671234,0.2532234241493175
PDMS,10,8.802969753742218,0.6003149438664996
PDMS,10,9.305996596813202,1.342963567218386
PDMS,10,9.809023439884186,1.0879064199649038
PDMS,10,10.31205028295517,0.7109399915120009
PDMS,10,10.815077126026154,0.8949540195962182
PDMS,10,11.318103969097137,0.9987794219135039
PDMS,10,11.821130812168121,1.040452311054076
PDMS,10,12.324157655239105,0.9572623428187691
PDMS,10,12.827184498310089,0.671585035549266
PDMS,10,13.330211341381073,1.1782640960417232
PDMS,10,13.833238184452057,1.0029611779770469
PDMS,10,14.33626502752304,0.9621173951606807
PDMS,10,14.839291870594025,1.0828833191280092
PDMS,10,15.342318713665009,0.8895028485703714
PDMS,10,15.845345556735992,0.8339275950150868
PDMS,10,16.348372399806976,0.9574919166213999
PDMS,10,16.85139924287796,1.085519006938879
PDMS,10,17.354426085948944,1.1007525099607551
PDMS,10,17.857452929019928,1.2402433705403764
PDMS,10,18.360479772090912,0.8626617360103094
PDMS,10,18.863506615161896,1.046104637901517
PDMS,10,19.36653345823288,1.0544997040731208
PDMS,10,19.869560301303864,1.0312502760876927
PDMS,10,20.372587144374847,0.9949692585944222
PDMS,10,20.87561398744583,0.9876383315411538
PDMS,10,21.378640830516815,1.2089522092236757
PDMS,10,21.8816676735878,1.1297145787263982
PDMS,10,22.384694516658783,1.0911211652257924
PDMS,10,22.887721359729767,1.0547918244699888
PDMS,10,23.39074820280075,1.0524366792800592
PDMS,10,23.893775045871735,0.9882160407942724
PDMS,10,24.39680188894272,1.1628709539496989
