system,dp,sample_idx,ree
PMTFPS,10,168,22.55295753479004
PMTFPS,10,169,18.74028205871582
PMTFPS,10,170,19.194988250732422
PMTFPS,10,171,20.683008193969727
PMTFPS,10,172,22.0644588470459
PMTFPS,10,173,21.08470344543457
PMTFPS,10,174,17.31298065185547
PMTFPS,10,175,13.182405471801758
PMTFPS,10,176,14.78992748260498
PMTFPS,10,177,15.476541519165039
PMTFPS,10,178,22.076326370239258
PMTFPS,10,179,13.845514297485352
PMTFPS,10,180,18.953887939453125
PMTFPS,10,181,16.6801815032959
PMTFPS,10,182,25.076332092285156
PMTFPS,10,183,21.16583824157715
PMTFPS,10,184,24.48611831665039
PMTFPS,10,185,20.988378524780273
PMTFPS,10,186,23.15723419189453
PMTFPS,10,187,16.419815063476562
PMTFPS,10,188,23.051469802856445
PMTFPS,10,189,25.789466857910156
PMTFPS,10,190,24.02100372314453
PMTFPS,10,191,23.126659393310547
PMTFPS,10,192,14.729094505310059
PMTFPS,10,193,15.544589042663574
PMTFPS,10,194,20.76091766357422
PMTFPS,10,195,21.61205291748047
PMTFPS,10,196,19.95098876953125
PMTFPS,10,197,22.931303024291992
PMTFPS,10,198,20.7659969329834
PMTFPS,10,199,21.03127670288086
PMTFPS,10,200,15.992790222167969
PMTFPS,10,201,20.875686645507812
PMTFPS,10,202,23.438350677490234
PMTFPS,10,203,21.47052574157715
PMTFPS,10,204,18.330291748046875
PMTFPS,10,205,14.33360767364502
PMTFPS,10,206,19.371112823486328
PMTFPS,10,207,16.39273452758789
PMTFPS,10,208,19.858369827270508
PMTFPS,10,209,19.116565704345703
PMTFPS,30,0,29.0301513671875
PMTFPS,30,1,32.81157302856445
PMTFPS,30,2,50.903560638427734
PMTFPS,30,3,53.415836334228516
PMTFPS,30,4,31.386985778808594
PMTFPS,30,5,36.449005126953125
PMTFPS,30,6,15.709891319274902
PMTFPS,30,7,37.051902770996094
PMTFPS,30,8,52.145050048828125
PMTFPS,30,9,26.41025161743164
PMTFPS,30,10,38.70296859741211
PMTFPS,30,11,20.22185516357422
PMTFPS,30,12,20.941608428955078
PMTFPS,30,13,35.380767822265625
PMTFPS,30,14,23.988630294799805
PMTFPS,30,15,30.069337844848633
PMTFPS,30,16,43.957332611083984
PMTFPS,30,17,17.86274528503418
PMTFPS,30,18,24.741941452026367
PMTFPS,30,19,25.589794158935547
PMTFPS,30,20,47.814334869384766
PMTFPS,30,21,41.525901794433594
PMTFPS,30,22,44.17507553100586
PMTFPS,30,23,40.96543884277344
PMTFPS,30,24,21.68753433227539
PMTFPS,30,25,35.92477035522461
PMTFPS,30,26,45.362281799316406
PMTFPS,30,27,11.731268882751465
PMTFPS,30,28,42.69487762451172
PMTFPS,30,29,34.951683044433594
PMTFPS,30,30,32.906497955322266
PMTFPS,30,31,38.28388214111328
PMTFPS,30,32,36.8723030090332
PMTFPS,30,33,48.4362907409668
PMTFPS,30,34,47.96501922607422
PMTFPS,30,35,44.50686264038086
PMTFPS,30,36,38.86546325683594
PMTFPS,30,37,39.916099548339844
PMTFPS,30,38,30.899681091308594
PMTFPS,30,39,39.424537658691406
PMTFPS,30,40,29.51392936706543
PMTFPS,30,41,45.412837982177734
PMTFPS,30,42,43.49883270263672
PMTFPS,30,43,16.285236358642578
PMTFPS,30,44,22.683818817138672
PMTFPS,30,45,18.311830520629883
PMTFPS,30,46,51.557247161865234
PMTFPS,30,47,20.768518447875977
PMTFPS,30,48,55.91923904418945
PMTFPS,30,49,38.07859802246094
PMTFPS,30,50,41.558467864990234
PMTFPS,30,51,14.554352760314941
PMTFPS,30,52,44.427711486816406
PMTFPS,30,53,35.331295013427734
PMTFPS,30,54,60.16847229003906
PMTFPS,30,55,23.20520782470703
PMTFPS,30,56,16.514366149902344
PMTFPS,30,57,28.413740158081055
PMTFPS,30,58,51.60310745239258
PMTFPS,30,59,36.60414123535156
PMTFPS,30,60,49.012306213378906
PMTFPS,30,61,32.979915618896484
PMTFPS,30,62,63.221923828125
PMTFPS,30,63,55.947593688964844
PMTFPS,30,64,39.45100402832031
PMTFPS,30,65,53.56896209716797
PMTFPS,30,66,24.989952087402344
PMTFPS,30,67,16.004655838012695
PMTFPS,30,68,16.40595054626465
PMTFPS,30,69,48.607547760009766
PMTFPS,30,70,20.183013916015625
PMTFPS,30,71,39.080657958984375
PMTFPS,30,72,25.63641357421875
PMTFPS,30,73,13.818313598632812
PMTFPS,30,74,39.15782928466797
PMTFPS,30,75,48.89127731323242
PMTFPS,30,76,45.51814270019531
PMTFPS,30,77,27.45722770690918
PMTFPS,30,78,31.951616287231445
PMTFPS,30,79,60.493446350097656
PMTFPS,30,80,30.21128273010254
PMTFPS,30,81,34.422691345214844
PMTFPS,30,82,17.7286319732666
PMTFPS,30,83,35.442893981933594
PMTFPS,30,84,44.23053741455078
PMTFPS,30,85,27.597278594970703
PMTFPS,30,86,27.888038635253906
PMTFPS,30,87,47.743289947509766
PMTFPS,30,88,25.065031051635742
PMTFPS,30,89,16.555761337280273
PMTFPS,30,90,29.81589698791504
PMTFPS,30,91,36.71113204956055
PMTFPS,30,92,47.0512809753418
PMTFPS,30,93,23.461626052856445
PMTFPS,30,94,15.313701629638672
PMTFPS,30,95,26.349218368530273
PMTFPS,30,96,52.8479118347168
PMTFPS,30,97,50.241798400878906
PMTFPS,30,98,23.024084091186523
PMTFPS,30,99,20.802282333374023
PMTFPS,30,100,32.987979888916016
PMTFPS,30,101,40.896385192871094
PMTFPS,30,102,30.123043060302734
PMTFPS,30,103,19.86712074279785
PMTFPS,30,104,42.36415481567383
PMTFPS,30,105,20.708900451660156
PMTFPS,30,106,44.74824142456055
PMTFPS,30,107,13.897106170654297
PMTFPS,30,108,30.031635284423828
PMTFPS,30,109,27.78990364074707
PMTFPS,30,110,43.15253448486328
PMTFPS,30,111,33.41232681274414
PMTFPS,30,112,43.77788543701172
PMTFPS,30,113,24.99435806274414
PMTFPS,30,114,45.33241653442383
PMTFPS,30,115,45.9400520324707
PMTFPS,30,116,49.580841064453125
PMTFPS,30,117,29.5599365234375
PMTFPS,30,118,50.20442581176758
PMTFPS,30,119,20.130929946899414
PMTFPS,30,120,27.09610366821289
PMTFPS,30,121,38.678749084472656
PMTFPS,30,122,49.02579116821289
PMTFPS,30,123,48.34307861328125
PMTFPS,30,124,55.7134895324707
PMTFPS,30,125,31.96489906311035
PMTFPS,30,126,52.565223693847656
PMTFPS,30,127,26.445810317993164
PMTFPS,30,128,42.42085266113281
PMTFPS,30,129,18.12400245666504
PMTFPS,30,130,31.934398651123047
PMTFPS,30,131,19.72850799560547
PMTFPS,30,132,21.675275802612305
PMTFPS,30,133,22.1835994720459
PMTFPS,30,134,26.93036651611328
PMTFPS,30,135,42.69760513305664
PMTFPS,30,136,43.904090881347656
PMTFPS,30,137,37.10887145996094
PMTFPS,30,138,51.476158142089844
PMTFPS,30,139,48.70838928222656
PMTFPS,30,140,53.12713623046875
PMTFPS,30,141,31.895923614501953
PMTFPS,30,142,34.707000732421875
PMTFPS,30,143,29.079017639160156
PMTFPS,30,144,23.179485321044922
PMTFPS,30,145,22.2619571685791
PMTFPS,30,146,34.57893371582031
PMTFPS,30,147,38.71979522705078
PMTFPS,30,148,20.52960968017578
PMTFPS,30,149,60.75286102294922
PMTFPS,30,150,19.904428482055664
PMTFPS,30,151,21.4152774810791
PMTFPS,30,152,45.834739685058594
PMTFPS,30,153,36.90269088745117
PMTFPS,30,154,45.98828125
PMTFPS,30,155,41.235042572021484
PMTFPS,30,156,14.825750350952148
PMTFPS,30,157,46.12546920776367
PMTFPS,30,158,23.932443618774414
PMTFPS,30,159,40.273563385009766
PMTFPS,30,160,37.91510772705078
PMTFPS,30,161,15.569202423095703
PMTFPS,30,162,22.500553131103516
PMTFPS,30,163,14.682756423950195
PMTFPS,30,164,21.88663101196289
PMTFPS,30,165,25.20853042602539
PMTFPS,30,166,14.387741088867188
PMTFPS,30,167,49.0626335144043
PMTFPS,30,168,59.17153549194336
PMTFPS,30,169,39.453487396240234
PMTFPS,30,170,36.5855827331543
PMTFPS,30,171,34.930240631103516
PMTFPS,30,172,46.03007507324219
PMTFPS,30,173,48.14277648925781
PMTFPS,30,174,49.732025146484375
PMTFPS,30,175,23.225765228271484
PMTFPS,30,176,45.069313049316406
PMTFPS,30,177,11.45280647277832
PMTFPS,30,178,34.90998458862305
PMTFPS,30,179,47.770530700683594
PMTFPS,30,180,57.63822937011719
PMTFPS,30,181,17.792348861694336
PMTFPS,30,182,34.87557601928711
PMTFPS,30,183,59.72531509399414
PMTFPS,30,184,44.31943130493164
PMTFPS,30,185,38.947410583496094
PMTFPS,30,186,61.36178970336914
PMTFPS,30,187,39.611473083496094
PMTFPS,30,188,17.80005645751953
PMTFPS,30,189,23.771129608154297
PMTFPS,30,190,39.2081298828125
PMTFPS,30,191,32.07636642456055
PMTFPS,30,192,38.874088287353516
PMTFPS,30,193,22.186857223510742
PMTFPS,30,194,34.981544494628906
PMTFPS,30,195,56.88002395629883
PMTFPS,30,196,17.319496154785156
PMTFPS,30,197,51.314266204833984
PMTFPS,30,198,56.74757385253906
PMTFPS,30,199,16.619688034057617
PMTFPS,30,200,21.13731575012207
PMTFPS,30,201,26.255712509155273
PMTFPS,30,202,43.21823501586914
PMTFPS,30,203,57.24454116821289
PMTFPS,30,204,22.474077224731445
PMTFPS,30,205,47.548927307128906
PMTFPS,30,206,43.646453857421875
PMTFPS,30,207,17.70470428466797
PMTFPS,30,208,55.93696594238281
PMTFPS,30,209,18.590534210205078
PMTFPS,100,0,82.45451354980469
PMTFPS,100,1,67.17272186279297
PMTFPS,100,2,46.463836669921875
PMTFPS,100,3,62.04402542114258
PMTFPS,100,4,125.87181091308594
PMTFPS,100,5,97.24664306640625
PMTFPS,100,6,43.0472297668457
PMTFPS,100,7,60.27304458618164
PMTFPS,100,8,93.1719970703125
PMTFPS,100,9,43.158329010009766
PMTFPS,100,10,70.11306762695312
PMTFPS,100,11,63.710514068603516
PMTFPS,100,12,53.41019821166992
PMTFPS,100,13,57.65912628173828
PMTFPS,100,14,77.39057922363281
PMTFPS,100,15,82.78919219970703
PMTFPS,100,16,80.14750671386719
PMTFPS,100,17,79.58939361572266
PMTFPS,100,18,90.15562438964844
PMTFPS,100,19,35.296958923339844
PMTFPS,100,20,56.828338623046875
PMTFPS,100,21,32.9080810546875
PMTFPS,100,22,70.17832946777344
PMTFPS,100,23,45.30368423461914
PMTFPS,100,24,25.59417724609375
PMTFPS,100,25,76.56189727783203
PMTFPS,100,26,95.41107940673828
PMTFPS,100,27,65.0829086303711
PMTFPS,100,28,35.5218620300293
PMTFPS,100,29,45.056846618652344
PMTFPS,100,30,29.440866470336914
PMTFPS,100,31,66.34009552001953
PMTFPS,100,32,21.04045867919922
PMTFPS,100,33,36.92770767211914
PMTFPS,100,34,63.47765350341797
PMTFPS,100,35,53.75105285644531
PMTFPS,100,36,45.48923110961914
PMTFPS,100,37,50.5530891418457
PMTFPS,100,38,71.18988800048828
PMTFPS,100,39,54.41289138793945
PMTFPS,100,40,60.32925796508789
PMTFPS,100,41,42.542022705078125
PMTFPS,100,42,53.67872619628906
PMTFPS,100,43,83.70225524902344
PMTFPS,100,44,44.46788787841797
PMTFPS,100,45,74.86788177490234
PMTFPS,100,46,43.7842903137207
PMTFPS,100,47,73.78224182128906
PMTFPS,100,48,51.45573425292969
PMTFPS,100,49,47.52499771118164
PMTFPS,100,50,47.27082443237305
PMTFPS,100,51,28.892410278320312
PMTFPS,100,52,48.79678726196289
PMTFPS,100,53,87.7579574584961
PMTFPS,100,54,69.5085220336914
PMTFPS,100,55,52.089256286621094
PMTFPS,100,56,77.39301300048828
PMTFPS,100,57,62.60225296020508
PMTFPS,100,58,69.813232421875
PMTFPS,100,59,72.82917785644531
PMTFPS,100,60,46.593563079833984
PMTFPS,100,61,25.99400520324707
PMTFPS,100,62,67.43840789794922
PMTFPS,100,63,43.60028839111328
PMTFPS,100,64,29.871124267578125
PMTFPS,100,65,43.89010238647461
PMTFPS,100,66,46.3011589050293
PMTFPS,100,67,45.412601470947266
PMTFPS,100,68,54.42311477661133
PMTFPS,100,69,55.612892150878906
PMTFPS,100,70,47.067626953125
PMTFPS,100,71,56.51462936401367
PMTFPS,100,72,71.99419403076172
PMTFPS,100,73,49.08148956298828
PMTFPS,100,74,51.88224411010742
PMTFPS,100,75,26.263940811157227
PMTFPS,100,76,28.048521041870117
PMTFPS,100,77,45.58516311645508
PMTFPS,100,78,51.85039520263672
PMTFPS,100,79,35.91592025756836
PMTFPS,100,80,57.231876373291016
PMTFPS,100,81,73.23770904541016
PMTFPS,100,82,105.08826446533203
PMTFPS,100,83,87.51336669921875
PMTFPS,100,84,59.682430267333984
PMTFPS,100,85,66.5302734375
PMTFPS,100,86,47.47403335571289
PMTFPS,100,87,36.317081451416016
PMTFPS,100,88,60.94510269165039
PMTFPS,100,89,47.885772705078125
PMTFPS,100,90,80.20852661132812
PMTFPS,100,91,103.09014892578125
PMTFPS,100,92,104.33885192871094
PMTFPS,100,93,70.16394805908203
PMTFPS,100,94,57.038177490234375
PMTFPS,100,95,45.77315139770508
PMTFPS,100,96,76.53553771972656
PMTFPS,100,97,38.64522171020508
PMTFPS,100,98,41.50920104980469
PMTFPS,100,99,67.42057037353516
PMTFPS,100,100,69.60169219970703
PMTFPS,100,101,48.87122344970703
PMTFPS,100,102,18.535175323486328
PMTFPS,100,103,71.9661865234375
PMTFPS,100,104,40.12931823730469
PMTFPS,100,105,34.72722625732422
PMTFPS,100,106,63.36920166015625
PMTFPS,100,107,82.90978240966797
PMTFPS,100,108,46.05244827270508
PMTFPS,100,109,104.96307373046875
PMTFPS,100,110,50.32154846191406
PMTFPS,100,111,45.42197799682617
PMTFPS,100,112,49.717979431152344
PMTFPS,100,113,60.9899787902832
PMTFPS,100,114,47.63275146484375
PMTFPS,100,115,57.90046310424805
PMTFPS,100,116,52.017189025878906
PMTFPS,100,117,88.85083770751953
PMTFPS,100,118,48.23221969604492
PMTFPS,100,119,71.77288055419922
PMTFPS,100,120,45.81873321533203
PMTFPS,100,121,78.969970703125
PMTFPS,100,122,88.9834213256836
PMTFPS,100,123,70.3818130493164
PMTFPS,100,124,50.1474494934082
PMTFPS,100,125,72.48582458496094
PMTFPS,100,126,68.7392807006836
PMTFPS,100,127,28.525028228759766
PMTFPS,100,128,70.28350067138672
PMTFPS,100,129,55.36579513549805
PMTFPS,100,130,35.99949264526367
PMTFPS,100,131,73.16983795166016
PMTFPS,100,132,85.65433502197266
PMTFPS,100,133,54.81902313232422
PMTFPS,100,134,68.82130432128906
PMTFPS,100,135,88.77718353271484
PMTFPS,100,136,59.14594268798828
PMTFPS,100,137,32.406898498535156
PMTFPS,100,138,84.59365844726562
PMTFPS,100,139,58.95320129394531
PMTFPS,100,140,53.76979446411133
PMTFPS,100,141,32.969539642333984
PMTFPS,100,142,60.803768157958984
PMTFPS,100,143,46.529457092285156
PMTFPS,100,144,81.99178314208984
PMTFPS,100,145,69.62843322753906
PMTFPS,100,146,45.22575759887695
PMTFPS,100,147,43.243778228759766
PMTFPS,100,148,71.15840148925781
PMTFPS,100,149,47.95022964477539
PMTFPS,100,150,24.886747360229492
PMTFPS,100,151,35.029781341552734
PMTFPS,100,152,71.60770416259766
PMTFPS,100,153,78.09676361083984
PMTFPS,100,154,93.17867279052734
PMTFPS,100,155,57.729103088378906
PMTFPS,100,156,47.005496978759766
PMTFPS,100,157,59.64976119995117
PMTFPS,100,158,59.60531997680664
PMTFPS,100,159,44.126136779785156
PMTFPS,100,160,70.11280059814453
PMTFPS,100,161,56.0684814453125
PMTFPS,100,162,27.452510833740234
PMTFPS,100,163,86.13268280029297
PMTFPS,100,164,31.70729637145996
PMTFPS,100,165,83.56257629394531
PMTFPS,100,166,58.428253173828125
PMTFPS,100,167,51.48536682128906
PMTFPS,100,168,60.31138229370117
PMTFPS,100,169,44.74430847167969
PMTFPS,100,170,79.53837585449219
PMTFPS,100,171,29.652929306030273
PMTFPS,100,172,36.81127166748047
PMTFPS,100,173,61.52602005004883
PMTFPS,100,174,48.318275451660156
PMTFPS,100,175,83.93414306640625
PMTFPS,100,176,76.49793243408203
PMTFPS,100,177,50.24415588378906
PMTFPS,100,178,81.62374114990234
PMTFPS,100,179,73.88216400146484
PMTFPS,100,180,63.84414291381836
PMTFPS,100,181,29.96548080444336
PMTFPS,100,182,71.38001251220703
PMTFPS,100,183,45.138858795166016
PMTFPS,100,184,64.98197174072266
PMTFPS,100,185,42.71937561035156
PMTFPS,100,186,54.25981140136719
PMTFPS,100,187,46.492069244384766
PMTFPS,100,188,47.79535675048828
PMTFPS,100,189,55.133216857910156
PMTFPS,100,190,58.65788650512695
PMTFPS,100,191,48.59712219238281
PMTFPS,100,192,43.83753967285156
PMTFPS,100,193,33.187198638916016
PMTFPS,100,194,61.00999450683594
PMTFPS,100,195,65.18236541748047
PMTFPS,100,196,67.47879791259766
PMTFPS,100,197,59.00121307373047
PMTFPS,100,198,47.89694595336914
PMTFPS,100,199,30.315217971801758
PMTFPS,100,200,46.6531982421875
PMTFPS,100,201,22.272104263305664
PMTFPS,100,202,43.72129821777344
PMTFPS,100,203,76.7200698852539
PMTFPS,100,204,67.27117156982422
PMTFPS,100,205,35.46504592895508
PMTFPS,100,206,41.50999450683594
PMTFPS,100,207,99.79297637939453
PMTFPS,100,208,57.07882308959961
PMTFPS,100,209,43.76527786254883
