system,dp,sample_idx,ree
PMTFPS,10,83,13.025012969970703
PMTFPS,10,84,24.934783935546875
PMTFPS,10,85,16.547595977783203
PMTFPS,10,86,20.040525436401367
PMTFPS,10,87,20.880767822265625
PMTFPS,10,88,18.355512619018555
PMTFPS,10,89,21.576618194580078
PMTFPS,10,90,18.455852508544922
PMTFPS,10,91,24.155200958251953
PMTFPS,10,92,20.416221618652344
PMTFPS,10,93,22.823917388916016
PMTFPS,10,94,17.89212417602539
PMTFPS,10,95,21.33635711669922
PMTFPS,10,96,18.49236297607422
PMTFPS,10,97,21.191293716430664
PMTFPS,10,98,14.859943389892578
PMTFPS,10,99,23.579288482666016
PMTFPS,10,100,15.429849624633789
PMTFPS,10,101,21.910598754882812
PMTFPS,10,102,18.659189224243164
PMTFPS,10,103,16.66268539428711
PMTFPS,10,104,24.4833984375
PMTFPS,10,105,23.29739761352539
PMTFPS,10,106,14.454117774963379
PMTFPS,10,107,23.623937606811523
PMTFPS,10,108,17.3783016204834
PMTFPS,10,109,14.122515678405762
PMTFPS,10,110,23.054176330566406
PMTFPS,10,111,17.802051544189453
PMTFPS,10,112,16.88839340209961
PMTFPS,10,113,17.110118865966797
PMTFPS,10,114,23.49844741821289
PMTFPS,10,115,18.644947052001953
PMTFPS,10,116,25.265270233154297
PMTFPS,10,117,12.96306324005127
PMTFPS,10,118,23.997343063354492
PMTFPS,10,119,23.255878448486328
PMTFPS,10,120,21.200958251953125
PMTFPS,10,121,21.56824493408203
PMTFPS,10,122,21.235401153564453
PMTFPS,10,123,20.36259651184082
PMTFPS,10,124,18.225608825683594
PMTFPS,10,125,19.676040649414062
PMTFPS,10,126,18.242942810058594
PMTFPS,10,127,15.473746299743652
PMTFPS,10,128,17.259666442871094
PMTFPS,10,129,24.656513214111328
PMTFPS,10,130,17.878360748291016
PMTFPS,10,131,22.96477508544922
PMTFPS,10,132,22.64026641845703
PMTFPS,10,133,24.52732276916504
PMTFPS,10,134,17.35594367980957
PMTFPS,10,135,23.433517456054688
PMTFPS,10,136,18.583919525146484
PMTFPS,10,137,23.607837677001953
PMTFPS,10,138,24.37826919555664
PMTFPS,10,139,16.426536560058594
PMTFPS,10,140,19.42003059387207
PMTFPS,10,141,23.482349395751953
PMTFPS,10,142,17.519060134887695
PMTFPS,10,143,15.910551071166992
PMTFPS,10,144,17.4973201751709
PMTFPS,10,145,17.331960678100586
PMTFPS,10,146,18.320354461669922
PMTFPS,10,147,22.289424896240234
PMTFPS,10,148,22.15892219543457
PMTFPS,10,149,16.489622116088867
PMTFPS,10,150,16.951824188232422
PMTFPS,10,151,18.415958404541016
PMTFPS,10,152,18.831758499145508
PMTFPS,10,153,20.575456619262695
PMTFPS,10,154,22.473636627197266
PMTFPS,10,155,20.260581970214844
PMTFPS,10,156,24.830429077148438
PMTFPS,10,157,16.306123733520508
PMTFPS,10,158,19.853456497192383
PMTFPS,10,159,17.9974422454834
PMTFPS,10,160,12.124897003173828
PMTFPS,10,161,20.421131134033203
PMTFPS,10,162,17.108930587768555
PMTFPS,10,163,24.034944534301758
PMTFPS,10,164,21.543067932128906
PMTFPS,10,165,11.10129165649414
PMTFPS,10,166,22.260093688964844
PMTFPS,10,167,17.21706771850586
